,Date,SecurityId,spread,Maturity,Coupon,LiquidityScore,CleanPrice,AccruedInterest,DirtyPrice,ModifiedDuration,BidAskSpread,Rating,StdDev,ExpectedReturn
31,2025-02-13,Security1,29.5814885202974,2026-09-30,2.75,0.8924936956083284,100.71995462365639,1.0246575342465754,101.74461215790296,1.5872772877676902,0.0716020002656624,AAA,0.15941939298058055,0.008547979551856726
32,2025-02-14,Security1,28.5121504714763,2026-09-30,2.75,0.9690922865038549,100.73583075376118,1.0321917808219179,101.7680225345831,1.5845423532113565,0.07774726756854515,AAA,0.1491760365282377,0.025657249712432672
33,2025-02-17,Security1,28.0921668002187,2026-09-30,2.75,1.0216089811307933,100.73889808196097,1.054794520547945,101.79369260250891,1.5763250568859524,0.08196051904710794,AAA,0.4165772811173254,-0.08423531819637659
34,2025-02-18,Security1,28.1929403419147,2026-09-30,2.75,0.901258571489445,100.73609314003387,1.0623287671232877,101.79842190715716,1.5735848793429585,0.07230517906485878,AAA,0.22982763018426777,-0.026682648102848313
35,2025-02-19,Security1,28.1097338537573,2026-09-30,2.75,1.241926655125741,100.7362029875773,1.0698630136986302,101.80606600127594,1.5708455261222287,0.09963592250322302,AAA,0.3002399119078718,-0.09099452679793295
36,2025-02-20,Security1,28.2789616276143,2026-09-30,2.75,1.1535499716325712,100.73232412985611,1.0773972602739725,101.80972139013008,1.5681050418674873,0.09254573537238492,AAA,0.15730052107935397,0.024180926354587014
37,2025-02-21,Security1,28.0106663693059,2026-09-30,2.75,1.014470346301135,100.7353493506692,1.084931506849315,101.82028085751851,1.5653665179364469,0.08138780852210949,AAA,0.40830276136428295,0.11990049531201157
38,2025-02-24,Security1,29.0726760466623,2026-09-30,2.75,1.0839316018562917,100.71507260594616,1.1075342465753426,101.8226068525215,1.5571425813892517,0.08696046955398776,AAA,0.24120940569497432,0.1371649931833013
39,2025-02-25,Security1,30.0909819424955,2026-09-30,2.75,1.027301141244839,100.69795870502656,1.115068493150685,101.81302719817725,1.5543982923829458,0.0824171833933141,AAA,0.4510876435460659,0.06318972714464811
40,2025-02-26,Security1,29.6860759596701,2026-09-30,2.75,1.2158780197180388,100.70313074598359,1.1226027397260274,101.82573348570962,1.5516603807585836,0.09754612129951687,AAA,0.32967900765359753,0.001149374201327471
41,2025-02-27,Security1,30.2230293505485,2026-09-30,2.75,0.8017932509591057,100.6935951070671,1.1301369863013697,101.82373209336846,1.548918248606216,0.06432538498666845,AAA,0.40103350598597537,-0.034665824215222615
42,2025-02-28,Security1,29.0549081839964,2026-09-30,2.75,1.189063482486796,100.71063154709276,1.1376712328767125,101.84830277996947,1.5461837568936385,0.09539487416869383,AAA,0.1635934375174537,-0.051936686195452865
43,2025-03-03,Security1,29.6229597413125,2026-09-30,2.75,0.8822329607435638,100.69829773164096,1.1602739726027398,101.8585717042437,1.5379620334437398,0.07077881334106234,AAA,0.25032415620999415,-0.07923229878215485
44,2025-03-04,Security1,28.4205174734619,2026-09-30,2.75,1.1948563535028547,100.71572841107081,1.167808219178082,101.8835366302489,1.5352276952889334,0.09585961823811615,AAA,0.14612264717945242,-0.018652884224885976
45,2025-03-05,Security1,27.8886345502725,2026-09-30,2.75,1.1212083419904992,100.72274594662531,1.1753424657534248,101.89808841237874,1.5324903523634865,0.08995106676506755,AAA,0.3185221967011269,-0.004669371643957794
46,2025-03-06,Security1,27.9430075180382,2026-09-30,2.75,0.8277239548874953,100.72069989809816,1.1828767123287671,101.90357661042692,1.5297503827220287,0.06640572491366797,AAA,0.29821929345166465,0.09487172920375869
47,2025-03-07,Security1,27.4048914927966,2026-09-30,2.75,0.8908781357289471,100.72777386470311,1.1904109589041096,101.91818482360722,1.5270130676424392,0.07147238890876223,AAA,0.17523604300302723,0.13203687575567633
48,2025-03-10,Security1,27.2139208368089,2026-09-30,2.75,0.8553148274034715,100.72703819171474,1.213013698630137,101.94005189034488,1.518794745153568,0.06861925501582991,AAA,0.21831927355934333,0.0927792597321345
49,2025-03-11,Security1,26.0299467315747,2026-09-30,2.75,0.9214401438966293,100.74390984980583,1.2205479452054795,101.96445779501131,1.5160603233510914,0.07392428400640769,AAA,0.26497016618806346,-0.03281765937011823
50,2025-03-12,Security1,25.5669236859015,2026-09-30,2.75,1.0937485644006653,100.7497202307138,1.228082191780822,101.97780242249463,1.513322671554863,0.08774805400211222,AAA,0.3246459000071647,-0.02648201124958457
51,2025-03-13,Security1,25.3040776102731,2026-09-30,2.75,1.1764564076959487,100.752457276944,1.2356164383561643,101.98807371530016,1.5105841229841759,0.09438344767126833,AAA,0.2738035309484945,-0.10861242071200518
52,2025-03-14,Security1,24.6958659895255,2026-09-30,2.75,1.0027045290489935,100.76043361083464,1.2431506849315068,102.00358429576615,1.507847121444493,0.08044387350703988,AAA,0.18867371867709154,-0.11880059509372959
53,2025-03-17,Security1,24.8858720064313,2026-09-30,2.75,0.8755606260349471,100.75369107888619,1.2657534246575344,102.01944450354372,1.4996270922417194,0.07024351262809392,AAA,0.24519740536328527,-0.03176706225591559
54,2025-03-18,Security1,23.8928864071696,2026-09-30,2.75,1.204079523109286,100.76740546954063,1.2732876712328767,102.04069314077351,1.4968918141082437,0.09659956452105299,AAA,0.24374465818185226,-0.09248789580531945
55,2025-03-19,Security1,23.9481380889766,2026-09-30,2.75,0.7753994468312653,100.76526275471795,1.280821917808219,102.04608467252618,1.4941518405994154,0.06220789196742046,AAA,0.32128043445810306,-0.1422011951861247
56,2025-03-20,Security1,24.9160904379349,2026-09-30,2.75,1.067142223654597,100.74938712234969,1.2883561643835617,102.03774328673325,1.4914077787968092,0.08561350982937184,AAA,0.15010960814485724,-0.03862561021324932
57,2025-03-21,Security1,25.1273641269908,2026-09-30,2.75,1.1646740446861097,100.744931934956,1.2958904109589042,102.0408223459149,1.4886671063661574,0.09343818524139134,AAA,0.24174628504191759,-0.10639683689596371
58,2025-03-24,Security1,24.7553774470784,2026-09-30,2.75,0.7720433808995251,100.74666482750152,1.3184931506849316,102.06515797818645,1.4804495945937297,0.06193864520980359,AAA,0.14006920871383297,-0.11510593008884999
59,2025-03-25,Security1,25.3215940178609,2026-09-30,2.75,0.9167782693025441,100.73693559739303,1.326027397260274,102.0629629946533,1.4777073321888101,0.07355027627104027,AAA,0.20795327692630394,-0.12682710024252628
60,2025-03-26,Security1,26.1142712664589,2026-09-30,2.75,0.8154098303508511,100.72386707534575,1.3335616438356166,102.05742871918137,1.474964055179341,0.06541780090626843,AAA,0.2789331550731183,-0.08253134926231094
61,2025-03-27,Security1,25.833571545077,2026-09-30,2.75,1.239898976914418,100.72679069441439,1.341095890410959,102.06788658482535,1.4722255866342824,0.09947324817113502,AAA,0.13292011361619613,-0.09683072722083816
62,2025-03-28,Security1,25.2572239356105,2026-09-30,2.75,0.8307909881369431,100.73408539410703,1.3486301369863012,102.08271553109333,1.4694884424586592,0.06665178347589912,AAA,0.3123931438888414,-0.019987090294561246
63,2025-03-31,Security1,25.8973818163568,2026-09-30,2.75,0.9709177559304253,100.71887357698648,0.007534246575342466,100.72640782356183,1.4770868470219112,0.0778937193171787,AAA,0.35450766296081765,-0.07748427997011822
64,2025-04-01,Security1,25.8649064531899,2026-09-30,2.75,1.1028337233799954,100.7180154269335,0.015068493150684932,100.73308392008418,1.4743471737534917,0.08847692812061025,AAA,0.18902243400197713,0.004568670014611662
65,2025-04-02,Security1,25.944268964932,2026-09-30,2.75,1.030453432387373,100.71551648825418,0.022602739726027395,100.7381192279802,1.4716073187948535,0.08267008193179769,AAA,0.20776801228728414,-0.015829358036112094
66,2025-04-03,Security1,24.8199748666069,2026-09-30,2.75,0.8059369402946674,100.73063668351922,0.030136986301369864,100.7607736698206,1.468869419245689,0.06465782032639764,AAA,0.272129814054564,-0.04933281481658195
67,2025-04-04,Security1,24.1951138973517,2026-09-30,2.75,1.2225254695233194,100.7384037872405,0.03767123287671233,100.77607502011722,1.4661307083078507,0.09807942557389525,AAA,0.22336938876012397,-0.12247846744112872
68,2025-04-07,Security1,25.1947348731314,2026-09-30,2.75,1.0955098118779383,100.71974430111321,0.06027397260273973,100.78001827371595,1.457909906325832,0.08788935342300015,AAA,0.1502042974393177,-0.13485470716622733
69,2025-04-08,Security1,25.174295647841,2026-09-30,2.75,0.8245271427392598,100.71868976962561,0.06780821917808219,100.78649798880369,1.4551702135028712,0.06614925459302193,AAA,0.2218946229849872,-0.1515705481188667
70,2025-04-09,Security1,25.3269613690948,2026-09-30,2.75,0.7680140690304154,100.71512862584665,0.07534246575342465,100.79047109160007,1.4524302394626636,0.061615386019355435,AAA,0.21667448273276335,-0.01034710567993547
71,2025-04-10,Security1,25.1335728838115,2026-09-30,2.75,0.9346079922560959,100.71657635872617,0.08287671232876713,100.79945307105494,1.4496908276038971,0.07498069962746157,AAA,0.12665153877045748,-0.027621067907429506
72,2025-04-11,Security1,25.3427420144631,2026-09-30,2.75,1.0262625483724988,100.71220798674922,0.09041095890410958,100.80261894565334,1.4469507617713806,0.08233386030936723,AAA,0.127029499387155,-0.00045357892132889875
73,2025-04-14,Security1,25.5108703205192,2026-09-30,2.75,0.9648933564403859,100.70576097069738,0.113013698630137,100.81877466932752,1.4387313105549697,0.07741040043659855,AAA,0.22789779726963072,-0.011159257346811093
74,2025-04-15,Security1,25.2855812501308,2026-09-30,2.75,0.770914429084429,100.70764654786402,0.12054794520547946,100.82819449306949,1.4359919505224157,0.06184807290821513,AAA,0.2871002798098648,-0.062497981345190204
75,2025-04-16,Security1,24.5289305713135,2026-09-30,2.75,0.932325757663628,100.71711520799649,0.12808219178082192,100.8451973997773,1.4332534536951558,0.0747976030266673,AAA,0.2808784653821592,-0.06314722452536112
76,2025-04-17,Security1,24.2650908022132,2026-09-30,2.75,1.2165440052603271,100.71951429115937,0.13561643835616438,100.85513072951554,1.4305141562750165,0.09759955125337592,AAA,0.16417515706499572,-0.11665566084273442
77,2025-04-18,Security1,24.974290337078,2026-09-30,2.75,1.2360981325086302,100.70804349319404,0.14315068493150684,100.85119417812555,1.4277732781450212,0.09916831821645622,AAA,0.20791503127260305,-0.10803995321610399
78,2025-04-21,Security1,24.1559788038862,2026-09-30,2.75,0.7699474390556091,100.7155747582422,0.16575342465753426,100.88132818289974,1.4195554294165018,0.06177049429825839,AAA,0.36089060898159175,-0.18485006473024768
79,2025-04-22,Security1,23.7998776901924,2026-09-30,2.75,0.928904616125213,100.71923545075596,0.17328767123287672,100.89252312198883,1.4168162818660472,0.07452313545502189,AAA,0.16939305171438954,-0.04567077284539346
80,2025-04-23,Security1,24.4081209964188,2026-09-30,2.75,1.0910333441552882,100.70927147592204,0.18082191780821916,100.89009339373025,1.4140755677588241,0.08753022030570912,AAA,0.23555984804389804,-0.14728879479274798
81,2025-04-24,Security1,24.0027714447773,2026-09-30,2.75,1.0834667053177716,100.7136140590882,0.18835616438356162,100.90197022347176,1.4113365002165474,0.08692317234702886,AAA,0.22951334927668607,-0.10186867738550542
82,2025-04-25,Security1,23.9274451315869,2026-09-30,2.75,0.9268393173073092,100.71329682423924,0.1958904109589041,100.90918723519815,1.4085968965547133,0.07435744293838463,AAA,0.1611981872004129,-0.08091348069969304
83,2025-04-28,Security1,24.5764636409672,2026-09-30,2.75,1.029941759571935,100.70009400565503,0.21849315068493153,100.91858715633997,1.400376664148583,0.08262903200926354,AAA,0.2992937607148486,-0.008197592184125467
84,2025-04-29,Security1,24.5305765805334,2026-09-30,2.75,1.1873563617705456,100.69937472446242,0.226027397260274,100.92540212172268,1.3976370126650628,0.09525791716991619,AAA,0.3120276501586473,0.1574989773950686
85,2025-04-30,Security1,23.5316374754221,2026-09-30,2.75,1.2369185113186445,100.71192367965469,0.23356164383561642,100.9454853234903,1.394898909391188,0.09923413466318479,AAA,0.2543710192389531,0.20206458216270778
86,2025-05-01,Security1,23.6650262877629,2026-09-30,2.75,1.1247388055717695,100.70868347352031,0.2410958904109589,100.94977936393127,1.3921589666800958,0.09023430490504311,AAA,0.20746451745192857,0.06517713109396212
87,2025-05-02,Security1,23.7487743414053,2026-09-30,2.75,1.2128819112847782,100.70613935619042,0.24863013698630138,100.95476949317673,1.389419104607511,0.09730575281524645,AAA,0.1991058505638585,0.015486928027285511
88,2025-05-05,Security1,24.5508735450301,2026-09-30,2.75,0.8683686661146793,100.69093929487309,0.27123287671232876,100.96217217158542,1.381198623528121,0.06966652399651524,AAA,0.12525628896885566,-0.02614991924892428
89,2025-05-06,Security1,23.0906296099545,2026-09-30,2.75,0.8312508835502193,100.70968277066348,0.2787671232876712,100.98844989395114,1.3784612696154384,0.06668867945809553,AAA,0.1720945897137521,-0.07608869732627101
90,2025-05-07,Security1,22.5021101186337,2026-09-30,2.75,1.1499435149534483,100.71637418168713,0.2863013698630137,101.00267555155014,1.3757224995820876,0.09225640054193476,AAA,0.24585816444560954,0.0263773602809814
91,2025-05-08,Security1,22.5104216301544,2026-09-30,2.75,0.8385261851601906,100.71484919591978,0.2938356164383562,101.00868481235814,1.3729827600535969,0.06727235433487422,AAA,0.2660831472451634,0.06258928225850928
92,2025-05-09,Security1,21.7490069078233,2026-09-30,2.75,0.9561472051768987,100.72386268576491,0.3013698630136986,101.02523254877862,1.3702442708426301,0.07670872385538205,AAA,0.11910773618246577,-0.014385079786763417
93,2025-05-12,Security1,21.8747444847707,2026-09-30,2.75,0.8396803317091035,100.71786162947727,0.32397260273972606,101.041834232217,1.3620248885188724,0.06736494793179094,AAA,0.1546116865719661,-0.051197705274079984
94,2025-05-13,Security1,20.8372806870628,2026-09-30,2.75,1.2122436476207727,100.7305307154566,0.3315068493150685,101.06203756477166,1.3592868476659854,0.09725454690167579,AAA,0.15396281479136925,-0.07311509464302601
95,2025-05-14,Security1,20.548104296236,2026-09-30,2.75,1.1411932480738158,100.73299925274218,0.3390410958904109,101.07204034863258,1.3565475913428067,0.0915543937776035,AAA,0.13101221896403142,-0.13743971378361292
96,2025-05-15,Security1,20.8351449943385,2026-09-30,2.75,0.9558565832757768,100.72765402177461,0.34657534246575344,101.07422936424037,1.3538073990802026,0.07668540816190014,AAA,0.14865963411833064,-0.1328984066041901
97,2025-05-16,Security1,19.9929249260425,2026-09-30,2.75,1.0849535646440984,100.73757887492442,0.35410958904109585,101.09168846396553,1.351069041042644,0.0870424584578468,AAA,0.21644438676802596,-0.1771602402026497
98,2025-05-19,Security1,19.5881606495696,2026-09-30,2.75,1.117528769413938,100.7385930857728,0.37671232876712324,101.11530541453993,1.3428505203907934,0.08965586607300564,AAA,0.2752716480926061,-0.21225087475423338
99,2025-05-20,Security1,19.4680086342396,2026-09-30,2.75,0.8740836205587004,100.7387196404232,0.3842465753424658,101.12296621576566,1.340110989516069,0.07012501706109664,AAA,0.21049751983219595,-0.24669373804312514
100,2025-05-21,Security1,19.023324188162,2026-09-30,2.75,0.8295989214903656,100.7431819870301,0.3917808219178082,101.1349628089479,1.3373719857445054,0.06655614766719266,AAA,0.17853112014080083,-0.20827964664162463
101,2025-05-22,Security1,19.3629635348217,2026-09-30,2.75,1.1006390940699564,100.73714882245113,0.3993150684931506,101.13646389094428,1.334631708076441,0.0883008598198327,AAA,0.12907287898384823,-0.13114837314016423
102,2025-05-23,Security1,19.3644111624546,2026-09-30,2.75,0.9412708612984672,100.73564062025366,0.4068493150684932,101.14248993532216,1.3318919796977866,0.07551524093939403,AAA,0.21702899122614616,-0.05578678282021515
103,2025-05-26,Security1,18.5250053212098,2026-09-30,2.75,0.7693623038328932,100.74229501303151,0.42945205479452053,101.17174706782603,1.3236741649625983,0.061723550714703104,AAA,0.2695594714605663,-0.1355967099350573
104,2025-05-27,Security1,18.6882804784659,2026-09-30,2.75,0.9853450105429952,100.73862669039791,0.43698630136986305,101.17561299176776,1.320934173750008,0.07905117319465163,AAA,0.10297882514185973,-0.07664055732453205
105,2025-05-28,Security1,18.4939069336326,2026-09-30,2.75,0.849786415012876,100.73968611942487,0.4445205479452055,101.18420666737008,1.3181947634164355,0.0681757276414541,AAA,0.18045305982648416,-0.012685714534201215
106,2025-05-29,Security1,18.5750550165993,2026-09-30,2.75,1.2092259506147476,100.73710773726845,0.452054794520548,101.189162531789,1.3154549055917737,0.09701244643319032,AAA,0.18621091339432336,-0.16296351621813948
107,2025-05-30,Security1,18.9631519361657,2026-09-30,2.75,0.9248292122229593,100.73050078200518,0.4595890410958904,101.19008982310108,1.3127145492287136,0.07419617844375365,AAA,0.20651052472974707,-0.08541632163007884
108,2025-06-02,Security1,19.7366375488744,2026-09-30,2.75,1.160268190485781,100.71591114836167,0.4821917808219178,101.19810292918359,1.3044941148476774,0.09308471722791996,AAA,0.2520348089756292,-0.19764977681944146
109,2025-06-03,Security1,19.5894671712064,2026-09-30,2.75,1.185661517931504,100.71635398952601,0.4897260273972603,101.20608001692327,1.3017546278577774,0.0951219451069084,AAA,0.26391745411068795,-0.18111345640849222
110,2025-06-04,Security1,19.3352944607593,2026-09-30,2.75,0.8614617736029044,100.71818099666024,0.49726027397260275,101.21544127063284,1.299015314660506,0.06911240543870747,AAA,0.17576012822663556,-0.19692311931276638
111,2025-06-05,Security1,19.267959050125,2026-09-30,2.75,1.0800165913743145,100.7175699811955,0.5047945205479452,101.22236450174344,1.296275697999406,0.08664638040921288,AAA,0.14341000697462486,-0.05452610475275765
112,2025-06-06,Security1,20.0270104121335,2026-09-30,2.75,0.9492329892823917,100.7062528340573,0.5123287671232877,101.21858160118059,1.2935347391041492,0.07615401776529825,AAA,0.14600770965726745,-0.04100972751618788
113,2025-06-09,Security1,19.6954196349626,2026-09-30,2.75,0.889301530511502,100.70612443490745,0.5349315068493151,101.24105594175677,1.2853160996030768,0.07134590276353359,AAA,0.18253742940446138,-0.02701720546449153
114,2025-06-10,Security1,20.4216165758603,2026-09-30,2.75,0.7847103773314099,100.6953237731349,0.5424657534246575,101.23778952655955,1.2825751940533578,0.06295487903458456,AAA,0.21595873371034158,0.01228962833021098
115,2025-06-11,Security1,20.4200890003408,2026-09-30,2.75,1.1366633187201804,100.69388954061411,0.55,101.2438895406141,1.2798354705071475,0.0911909715995215,AAA,0.20942966541988123,-0.09973128559944122
116,2025-06-12,Security1,20.3587511549924,2026-09-30,2.75,0.9255730645413761,100.6932205476581,0.5575342465753425,101.25075479423344,1.2770958441086988,0.07425585540748232,AAA,0.2549679690804392,-0.059218713289793355
117,2025-06-13,Security1,19.9240050505536,2026-09-30,2.75,1.0047028377640186,100.69731471376824,0.5650684931506849,101.26238320691893,1.2743568242179193,0.0806041916155578,AAA,0.28237071543297837,-0.15885272122897678
118,2025-06-16,Security1,20.4532209787085,2026-09-30,2.75,1.0897590591801318,100.68620555387851,0.5876712328767124,101.27387678675522,1.266136786554983,0.0874279883755805,AAA,0.20711311955497574,-0.1987436074427524
119,2025-06-17,Security1,20.7053830645133,2026-09-30,2.75,1.1718305816360404,100.681563441361,0.5952054794520548,101.27676892081305,1.2633966509467154,0.0940123319979585,AAA,0.25423192893798274,-0.12957057648859033
120,2025-06-18,Security1,20.6422645248775,2026-09-30,2.75,0.9155749341072035,100.68091688442186,0.6027397260273972,101.28365661044926,1.260657027441611,0.07345373642162684,AAA,0.16619291126823374,-0.10485324771692074
121,2025-06-19,Security1,20.7374845650292,2026-09-30,2.75,0.7638002675598179,100.67827189592462,0.6102739726027397,101.28854586852736,1.25791714674995,0.06127732580055297,AAA,0.10739228758344922,-0.09064907412956011
122,2025-06-20,Security1,21.4537984111292,2026-09-30,2.75,1.18851920578778,100.66782237794104,0.6178082191780822,101.28563059711912,1.2551762572095833,0.09535120853773274,AAA,0.2757091447259418,-0.12594368382503926
123,2025-06-23,Security1,21.4336657238479,2026-09-30,2.75,0.8806075981951051,100.66380720188512,0.6404109589041095,101.30421816078923,1.246957111829453,0.07064841554643454,AAA,0.2751865250173816,-0.039783416115229266
124,2025-06-24,Security1,21.9895862995911,2026-09-30,2.75,1.040294866869354,100.6554547408729,0.6479452054794521,101.30339994635236,1.2442164827969113,0.08345962968755297,AAA,0.23608208007994713,-0.14234930942262777
125,2025-06-25,Security1,21.13808897434,2026-09-30,2.75,1.2417752864415434,100.66464070588619,0.6554794520547945,101.32012015794098,1.2414781398850596,0.09962377866330632,AAA,0.10884421377871151,-0.09080415987683953
126,2025-06-26,Security1,21.8559725721896,2026-09-30,2.75,0.7691285986766314,100.65429997026902,0.663013698630137,101.31731366889916,1.238737247778177,0.061704801275078956,AAA,0.25571858671457276,-0.11544642124405718
127,2025-06-27,Security1,22.1195851449047,2026-09-30,2.75,1.0482856274938723,100.64962524656194,0.6705479452054794,101.32017319176742,1.23599709354954,0.08410070362138017,AAA,0.14276558673720996,-0.07180978090098918
128,2025-06-30,Security1,22.1870852238159,2026-09-30,2.75,0.9228435558399002,100.64458902070838,0.6931506849315069,101.33773970563989,1.2277778058224327,0.07403687539257589,AAA,0.17784780355380445,-0.1257027248518165
129,2025-07-01,Security1,21.7834293407519,2026-09-30,2.75,1.143214089101841,100.64814619837594,0.7006849315068494,101.3488311298828,1.2250387354766459,0.09171651958368765,AAA,0.14376217275908867,-0.198769825778905
