Date,ISIN,maturity,coupon,liquidity_score,return_std_dev,expected_return,OAS,bid_price,ask_price,duration,issuer,sector
2025-07-14,Security1,2026-09-30,2.75,1.153255434850052,0.2863214529305632,-0.127693116,24.473875832338035,100.59799286803062,100.69051497363074,1.2136986301369863,Company7,Sector3
2025-07-15,Security1,2026-09-30,2.75,1.0934285734572633,0.2703547877436468,-0.112369645,24.488627361304527,100.59824178909606,100.68596417121755,1.210958904109589,Company7,Sector4
2025-07-16,Security1,2026-09-30,2.75,1.2201315601987766,0.2579148283182377,-0.081761109,24.16635898009847,100.59439068953836,100.69227805919417,1.2082191780821918,Company10,Sector3
2025-07-17,Security1,2026-09-30,2.75,1.118518847,0.2960039821447269,-0.092183768,24.45428554829923,100.5935750265211,100.68331032342671,1.2054794520547945,Company4,Sector5
2025-07-18,Security1,2026-09-30,2.75,0.8485175645508671,0.1607847745891858,0.00162305,24.199441130569163,100.60496138413436,100.6730353158398,1.2027397260273973,Company6,Sector4
2025-07-21,Security1,2026-09-30,2.75,0.9656486998124936,0.1867165718379509,-0.055246049,24.368267815350265,100.59256441575205,100.67003541504396,1.1945205479452055,Company5,Sector1
2025-07-22,Security1,2026-09-30,2.75,1.2244372429856571,0.2870028728430787,0.040187935,23.523596521859538,100.58866230169642,100.68689510292398,1.1917808219178083,Company8,Sector2
2025-07-23,Security1,2026-09-30,2.75,1.210385428,0.1149512783565689,-0.050869035,23.37488181,100.58871907965514,100.68582454737046,1.189041095890411,Company10,Sector4
2025-07-24,Security1,2026-09-30,2.75,1.0615777049732045,0.2079343197888586,-0.188885702,23.353060712502998,100.59290775558598,100.67807484134529,1.1863013698630136,Company10,Sector1
2025-07-25,Security1,2026-09-30,2.75,1.0816937381327725,0.111668318,-0.161281659,23.353251477538105,100.59009961651205,100.6768805492024,1.1835616438356165,Company6,Sector4
2025-07-28,Security1,2026-09-30,2.75,0.8123126578321839,0.1642176455693226,-0.213184894,24.042651320427957,100.5879861449183,100.65315546928228,1.1753424657534246,Company4,Sector3
2025-07-29,Security1,2026-09-30,2.75,1.2000234175485458,0.2196139391556031,-0.173100005,24.843225709644678,100.56239605577514,100.65867021153099,1.1726027397260275,Company5,Sector2
2025-07-30,Security1,2026-09-30,2.75,1.003561252017635,0.2136107170943333,-0.274852389,23.66794846255454,100.58008111423874,100.66059371997159,1.169863014,Company4,Sector2
2025-07-31,Security1,2026-09-30,2.75,1.0834464520528648,0.2516318884189148,-0.323064057,24.14195050476722,100.57011829593404,100.65703984342446,1.167123287671233,Company8,Sector3
2025-08-01,Security1,2026-09-30,2.75,0.913091452,0.2363677980168703,-0.32887555,23.40025582658365,100.58240406556754,100.65565855995902,1.1643835616438356,Company7,Sector4
2025-08-04,Security1,2026-09-30,2.75,1.0986042070971995,0.2852769584304577,-0.13775919,22.772559684389478,100.5752791103718,100.66341671752296,1.1561643835616437,Company3,Sector1
2025-08-05,Security1,2026-09-30,2.75,1.027206238833397,0.2508906451106676,-0.258577547,22.993518168529683,100.57392734325524,100.65633691292251,1.1534246575342466,Company4,Sector1
2025-08-06,Security1,2026-09-30,2.75,0.8459200464950738,0.2600237602956572,-0.125367515,23.08875871120628,100.5782469067104,100.64611244760096,1.1506849315068493,Company10,Sector3
2025-08-07,Security1,2026-09-30,2.75,1.0824647171063857,0.2627762002573474,-0.095029403,23.573542370535566,100.56189190294795,100.6487346888894,1.1479452054794521,Company8,Sector5
2025-08-08,Security1,2026-09-30,2.75,0.9395726385612708,0.26021574,-0.0498219,23.194393588490644,100.56943852535312,100.6448175,1.1452054794520548,Company1,Sector2
